MeanIntensity	MassDisplacement
0.018535948	0.246901851
0.016932665	1.262311253
0.012680315	0.166445225
0.013325331	0.254514399
0.014034133	0.224446923
0.037104666	0.181956983
0.01368918	0.633887168
0.0163896	0.222593898
0.017357204	0.414227102
0.014671451	0.439971363
0.035981404	0.350331945
0.012414434	0.110651821
0.019554124	0.773648909
0.02581432	1.354535869
0.016110687	0.297167349
0.012136826	0.107645119
0.012268908	0.264829658
0.013585435	0.317037263
0.015077756	0.189942914
0.016410257	0.347688691
0.012915993	0.200438414
0.024852942	0.264878774
0.031340274	0.56698857
0.013333334	0.219553676
0.013034548	0.125210649
0.0128522	0.09496177
0.013349179	0.33904674
0.01520135	0.329534183
0.014140057	0.745660629
0.014412603	0.100277882
0.013996984	0.902631861
0.012977854	0.273468993
0.013157147	0.105603207
0.016764707	0.298907733
0.014732866	0.55983079
0.025318866	1.334929706
0.013973098	0.539548842
0.015716441	0.483086808
0.012871601	0.181063737
0.014515658	0.291649712
0.01306269	0.289568329
0.015767974	0.26944894
0.012636166	0.325707534
0.021070989	0.421925971
0.01907994	0.597053279
0.016942994	0.065721612
0.014589923	0.162670448
0.016996905	0.948360016
0.013565427	0.311234909
0.013634993	0.087975297
0.032676178	0.461644166
0.038172334	1.018634694
0.020559115	1.014761521
0.016039402	0.265087004
0.027311359	0.793466415
0.01402715	0.257286337
0.032016603	0.57601262
0.013951735	0.115750049
0.012984018	0.166445599
0.013412123	0.218720699
0.012076354	0.330952409
0.027295774	1.62881403
0.016573873	0.248744738
0.015889115	0.050038309
0.013913044	0.144914506
0.014117648	0.197809408
0.017268662	0.119070303
0.026215329	0.763368297
0.015185993	0.703461998
0.018378199	0.603214212
0.012275206	0.27296678
0.012011518	0.155804048
0.014090602	0.18695492
0.014783967	0.043319483
0.02223359	1.454857313
0.017732311	0.155005351
0.017477609	0.158540731
0.014349377	0.09726663
0.015394243	0.10782324
0.013183941	0.184711278
0.012626895	0.153480143
0.013247489	0.183387214
0.013167311	0.176233811
0.013689513	0.064435939
0.013035984	0.08769666
0.015332069	0.136925816
0.023119696	0.408180268
0.016028063	0.545450874
0.012724531	0.322483031
0.015702963	0.411703003
0.013001509	0.066686299
0.038205672	0.720706652
0.015046019	0.308930636
0.013725491	0.231076004
0.011853329	0.33522222
0.023454573	0.686645527
0.017411765	0.418460181
0.016093711	1.184264116
0.014723927	0.569888363
0.016276619	0.664865959
0.017009214	0.188085376
0.012628171	0.338301897
0.015120275	0.13468677
0.013337765	0.256119591
0.017168691	1.861482933
0.01580247	0.271671619
0.015686275	0.207344366
0.014512775	0.369536539
0.012711292	0.380354328
0.012194814	0.281631757
0.01479094	1.034724111
0.021055089	0.669531194
0.036679117	0.262050526
0.012060167	0.091431902
0.013580247	0.620916416
0.024197862	0.981813321
0.014198783	0.099883623
0.016922422	0.697166886
0.013429093	0.326809126
0.013635912	0.408602814
0.013675214	0.332309104
0.013471742	0.447414767
0.013826562	0.134601986
0.014823037	0.293050924
0.014747986	0.529011268
0.015156333	0.321324667
0.013746574	0.241787081
0.016826589	0.538962977
0.012840535	0.123225927
0.014237	0.131115245
0.026337625	0.680054615
0.014515658	0.257281587
0.014410968	0.362479093
0.012949347	0.154858513
0.014020951	0.293469038
0.013544495	0.29223534
0.020947713	0.485290665
0.011837328	0.203928752
0.015532488	0.150419806
0.035388129	1.100635417
0.016287997	0.117128682
0.016949599	1.054329128
0.028130041	0.508369559
0.013818861	0.268240363
0.019634075	0.703915762
0.026608027	0.537532045
0.014484504	0.043245835
0.012968356	0.541512722
0.015524799	0.673793275
0.019546249	0.460247717
0.013604026	0.135070749
0.017692061	0.849105248
0.018439164	0.19859921
0.020878211	0.015997831
0.014256537	0.168386355
0.021837307	1.666506286
0.01382452	0.057684316
0.026677714	2.040870511
0.012841215	0.170776923
0.012644545	0.317881812
0.014111472	0.09336858
0.01279269	0.204475368
0.017127333	0.207378189
0.014062501	0.164000498
0.012226067	0.308938362
0.013909314	0.234033932
0.020244922	0.296721053
0.015082957	0.438026814
0.016291811	0.240481087
0.013423832	0.23371583
0.023622783	0.135458466
0.01535215	0.405804394
0.013624071	0.270030086
0.013480393	0.244665855
0.022820193	0.288993456
0.015317186	0.417747188
0.014878013	0.539182554
0.013664848	0.23551699
0.015631042	0.766781006
0.019665514	0.309046214
0.014252269	0.341653761
0.015135879	0.245106801
0.037254903	0.048555978
0.021225834	1.545940788
0.013638345	0.078868704
0.016466958	0.586501711
0.015948807	0.142989331
0.02220054	0.973311813
0.013926869	0.468894307
0.016131908	0.238208827
0.011933117	0.183506666
0.014972082	0.49491656
0.012702473	0.159627034
0.013348417	0.18489063
0.01686053	0.524532467
0.016625573	0.78624599
0.021476138	0.318380305
0.013384485	0.273869023
0.016004693	0.613052316
0.012915993	0.307441869
0.015242847	0.337022725
0.01777311	2.375567303
0.016821088	0.620507759
0.016070743	0.451806675
0.017618139	0.521531867
0.017494667	0.440763857
0.012790347	0.14243989
0.012132353	0.159961935
0.01817512	1.108646655
0.0173047	0.708596937
0.018531544	1.36396322
0.021062906	0.96616691
0.014125651	0.157505901
0.01519132	0.102787872
0.025900078	0.757237948
0.014927262	0.067902419
0.014288151	0.047111059
0.013120763	0.034813574
0.031593335	0.473470047
0.014649539	0.471010591
0.01269985	0.075409562
0.017859374	0.448682025
0.015042736	0.351495858
0.016061003	1.740241446
0.015106161	0.004253815
0.015248745	0.375118231
0.013160519	0.072758308
0.013115469	0.139441783
0.014279919	0.164298742
0.028078034	1.847354917
0.016498852	0.239042932
0.01405518	0.135142898
0.013455658	0.408187372
0.016882214	0.087624065
0.015309201	0.30749285
0.014836903	0.065865271
0.014157528	0.414108133
0.022124105	0.3674787
0.016641951	0.142270253
0.024270804	1.935375427
0.015392682	0.639611354
0.013812914	0.290868289
0.021714726	0.414331903
0.017097151	1.810057087
0.023155355	0.835317726
0.014742194	0.409942349
0.013340337	0.126324611
0.01421119	0.155347004
0.02164125	0.960071914
0.013459968	0.304859175
0.014416866	0.255341962
0.026867414	1.034149887
0.019303584	0.04090588
0.014245015	0.18218819
0.013183941	0.055492013
0.015665956	0.08721187
0.038076394	0.446709739
0.016965353	0.664041482
0.016806723	0.304972829
0.017586541	0.643302036
0.012854031	0.1444521
0.020557276	0.163318755
0.031033259	0.570172027
0.027785468	0.377279032
0.015047535	0.359927217
0.022244996	1.463345269
0.01382452	0.040327925
0.016147636	0.27012015
0.017142858	0.97856839
0.023202615	0.569648726
0.012394958	0.173677414
0.013972968	0.178000234
0.016755794	0.140180377
0.014985212	0.339440274
0.020849287	0.561899778
0.019075445	0.447460356
0.013435636	0.45742651
0.018311639	1.158551315
0.01369748	0.237594993
0.014650981	0.560331759
0.014077991	0.340274194
0.014862567	0.064009081
0.011918493	0.724668708
0.016669946	1.155409337
0.01503268	0.270592768
0.025054467	1.201448766
0.017437655	0.288805274
0.014477125	0.163533939
0.018067737	0.365922402
0.012913166	0.221360016
0.015294118	0.373805351
0.022772619	0.205765699
0.021254903	0.671169703
0.020554429	0.429073164
0.016149583	0.729191499
0.015287991	0.302939517
0.017320262	0.23107555
0.016260772	0.524903212
0.044322098	0.577121183
0.021820311	0.687302984
0.013490197	0.304110889
0.012567547	0.346190414
0.014733032	0.605080777
0.014791134	0.26293676
0.018622525	0.457323486
0.013733979	0.375049598
0.012961817	0.165351349
0.01936914	0.325466843
0.016180331	0.225344979
0.018789977	0.234522674
0.018795447	0.430652613
0.01459695	0.19660107
0.018451122	0.282595745
0.016001401	0.131800741
0.014618273	0.134614374
0.015007542	0.427455768
0.014603759	0.241420039
0.019365985	1.060420002
0.015056023	0.345137189
0.017360395	0.071060964
0.014803039	0.312453129
0.017254903	0.413043392
0.032732939	0.53017325
0.01374613	0.157571396
0.017552401	0.450756996
0.012981022	0.162825016
0.022350536	0.382835764
0.019323214	0.990900785
0.016890757	0.4164087
0.016158043	0.187702188
0.018525491	0.414785031
0.029389805	1.019257415
0.022188705	0.371760666
0.014763553	0.287718273
0.012268394	0.344834307
0.018321079	0.443053439
0.022127401	0.943413974
0.012875817	0.025777061
0.014647227	0.177592384
0.019889212	0.527658352
0.014267835	0.289330221
0.024653538	0.936695333
0.013759297	0.101029547
0.014379085	0.13023007
0.017677697	0.423245829
0.013820367	0.289089995
0.013768585	0.267906164
0.017967644	0.225319954
0.017391998	0.441596238
0.015089515	0.271978948
0.017518873	0.391990548
0.028483379	2.185646305
0.015412677	0.239731112
0.017265549	0.956910106
0.014458654	0.176163956
0.017376606	0.426864178
0.012802769	0.258157456
0.023145781	0.264401006
0.013725491	0.532140828
0.013737232	0.36590245
0.012664149	0.256267908
0.017205262	0.146880332
0.020811331	2.21210473
0.013582888	0.311253768
0.015316316	0.493092063
0.015082957	0.244888367
0.017521622	0.491706947
0.024576788	0.263896753
0.013181531	0.032453134
0.014680083	0.219792591
0.032533938	1.059274217
0.015577944	0.98083014
0.022115628	0.350030849
0.017845341	0.386770462
0.012110727	0.305560127
0.038053558	0.820468902
0.017328817	0.150284751
0.020120121	0.570408287
0.017960785	0.3457644
0.015082957	0.463269134
0.040154262	0.793282402
0.01483376	0.22873629
0.01366725	0.185869605
0.016399288	0.540753527
0.015509029	0.824679819
0.015542803	0.507428677
0.013042521	0.168297919
0.016531254	0.208620812
0.01383708	0.26209823
0.013642641	0.742510912
0.014627601	0.619164582
0.013557423	0.203193664
0.022921684	0.177803944
0.012899897	0.53311303
0.015485169	0.219012917
0.014675561	0.150841114
0.025775939	1.395211189
0.017054592	1.370033459
0.018196812	0.348060778
0.013202615	0.177569785
0.013445379	0.215064203
0.023646913	2.021436658
0.016136291	0.17872854
0.013021342	0.122475948
0.013354065	0.186799714
0.024648024	1.952245118
0.014085635	0.178269862
0.015540259	0.165190821
0.01346345	0.642000947
0.045227712	0.4048533
0.015708557	0.155363337
0.017134436	1.370411537
0.019912104	0.459319817
0.02703407	0.468854915
0.016671404	0.565350333
0.022428227	0.423984172
0.029254001	0.972162782
0.012313726	0.272464785
0.015447571	0.13083563
0.017596262	1.312020117
0.014425771	0.180079201
0.020209311	1.597864188
0.019594414	0.878128682
0.013693865	0.131294834
0.019274093	0.199371166
0.016586783	0.944898596
0.040679964	1.662210921
0.014807672	0.396759519
0.015417148	0.240183386
0.017289003	0.158025848
0.029281047	0.445140172
0.013212265	0.274675168
0.019513575	0.232245519
0.018404909	0.915771334
0.02136223	0.690586117
0.014569373	0.352355564
0.015095677	0.469040097
0.015897112	0.522411467
0.014091061	0.081743965
0.01332136	0.300272028
0.015867829	0.286064269
0.018246934	0.223715872
0.016141811	0.319415954
0.035402424	0.757075757
0.013485136	0.417162337
0.013256346	0.304242117
0.014198784	0.124938581
0.017879695	0.114164709
0.015620128	0.579645685
0.016452763	0.247347063
0.018669349	0.07409745
0.01485967	0.302132769
0.017462412	0.794586239
0.015874135	0.193102858
0.015128045	0.756240818
0.015181352	0.329948094
0.018224718	2.555462759
0.026846786	0.352626782
0.020773054	0.680241954
0.016170419	0.457922592
0.015508022	0.317910517
0.012435966	0.368767266
0.017658328	0.35990518
0.015514109	0.527276521
0.01724599	0.451187843
0.018569781	1.063362653
0.034470206	0.912294294
0.015279594	0.32820508
0.018717949	0.67382843
0.013091406	0.415315576
0.015612975	0.264489548
0.016069586	0.194631141
0.014249661	0.3001565
0.015964965	1.190847539
0.014641944	0.567468713
0.013504557	0.156425332
0.039494968	0.406457148
0.016378317	0.436199243
0.014589565	0.074811593
0.013412902	1.177572658
0.013554988	0.135159389
0.014645151	0.199562693
0.014952744	0.434490289
0.020323686	1.464534738
0.013588692	0.125579656
0.012941177	0.205549998
0.014787062	0.749891817
0.018180606	1.570051431
0.037461301	1.114611393
0.014959176	0.497376559
0.016013072	0.89007483
0.014242425	0.135542241
0.019945183	0.267619329
0.013082611	0.145050779
0.022346115	1.469748241
0.013142555	0.475443943
0.013204005	0.314718689
0.024500468	0.418471929
0.014655606	0.129506859
0.014924805	0.42708227
0.014499011	0.342856209
0.013271163	0.34722095
0.01229804	0.22391196
0.014505588	0.046981849
0.014426793	0.408483971
0.012522657	0.321314283
0.011898093	0.149027134
0.035602668	0.630973679
0.026333603	2.909436273
0.014653434	0.636985264
0.012962963	0.229085684
0.015365419	0.74503602
0.016946217	1.264916294
0.017665853	0.897043026
0.015745246	0.072284081
0.013429523	0.128371439
0.019829819	0.155420353
0.01335663	0.187415343
0.013660849	0.053094784
0.023502179	0.325757774
0.022308283	1.318662544
0.014215687	0.21604461
0.016783217	0.424753907
0.020043574	0.555090746
0.015215687	0.183826567
0.018743962	1.64077686
0.01253436	0.339940216
0.01382581	0.175482535
0.02882883	1.179194448
0.021597253	2.375150048
0.022612046	2.237752208
0.014421253	0.153325006
0.023321372	0.324090672
0.022654164	0.502941553
0.01486174	0.64737909
0.014236112	0.372796983
0.023025211	0.211479188
0.014573773	0.342355646
0.016806723	1.378378744
0.021609573	0.14560609
0.028758171	2.604911767
0.013956171	0.138813091
0.015861868	0.166373221
0.012696079	0.066647245
0.020010894	0.174491511
0.016174981	0.637426196
0.029615058	0.758095788
0.014257486	0.268394913
0.013519814	0.204998577
0.012995268	0.327790488
0.021449276	0.818635682
0.036316183	0.760277857
0.013547238	0.099496791
0.014292465	0.166995202
0.022586474	0.815719141
0.018267137	0.91451186
0.014525811	1.158623327
0.01731737	0.834522476
0.013239484	0.102399504
0.016487922	0.201806091
0.02380314	0.437940716
0.015287742	0.31609701
0.014518148	0.078954697
0.019874511	0.905899432
0.023565892	0.385177863
0.013249712	0.362284087
0.023469081	0.742885481
0.014278883	0.484672515
0.016219471	0.09481634
0.014540648	0.074543255
0.013240802	0.486408852
0.02537176	1.410563495
0.02356539	0.502117405
0.015906863	0.872389357
0.01884785	0.212291274
0.023417368	1.100380828
0.012885155	0.156643636
0.013957411	0.274952112
0.01956977	0.283397742
0.022492094	1.190473959
0.013750737	0.206904291
0.014471141	0.295962815
0.015441177	0.628360894
0.026828863	0.555807207
0.01537749	0.050369669
0.015026209	0.295469721
0.02997199	0.647941486
0.013006536	0.187784752
0.018484676	0.223097814
0.037434975	0.753114381
0.025648209	1.774987181
0.016896359	0.425239112
0.012651939	0.077115143
0.014564026	0.172557307
0.024623518	1.351217345
0.031072174	0.462365939
0.029329918	0.711996722
0.02137255	0.721557519
0.014011042	0.099029334
0.014735003	0.736031991
0.025811455	1.308411757
0.025272332	1.010752524
0.017285069	1.235013247
0.021825038	0.790922914
0.017091504	0.18400267
0.014518785	0.346024128
0.01421221	0.05764593
0.01353747	0.087988676
0.026392934	3.81658383
0.013779211	0.036906443
0.018094256	0.572412852
0.016961966	0.54652111
0.016531254	0.211655651
0.020233427	0.35286811
0.030814981	0.633479117
0.014010391	0.22790456
0.019052031	0.717602499
0.029334025	2.039227811
0.015743664	0.483540876
0.017320262	0.545153661
0.015453311	0.291117945
0.012815127	0.129039615
0.015139632	0.385407485
0.014416587	0.457654988
0.014319123	0.208992252
0.018520676	0.771409665
0.019527812	0.10791868
0.011988087	0.011469021
0.016217142	0.235625365
0.0152347	0.486946663
0.015915607	0.642324502
0.012729537	0.075431627
0.021906199	0.189295226
0.01482353	0.305613685
0.014771704	0.183792257
0.014909361	0.20473013
0.014509804	0.179870326
0.015045249	0.241168044
0.012609872	0.60970603
0.016910731	0.687399276
0.015712419	0.650441134
0.014253394	0.250372075
0.016258171	0.621172415
0.016518787	0.102497876
0.019962559	0.252168214
0.021380256	1.463087472
0.012679739	0.070772346
0.020695706	0.285269217
0.048739497	0.976687037
0.014519732	0.522419196
0.014351273	0.331591051
0.013026428	0.197124416
0.015574686	0.236952772
0.013433459	0.214703914
0.01826074	0.729778525
0.014626392	0.462173011
0.025277187	1.167934927
0.015649104	0.409305438
0.023044533	2.322103074
0.012602323	0.080729343
0.016104384	0.423459464
0.015364835	0.187404562
0.013471038	0.128988971
0.014787582	0.329787091
0.018696344	0.735396355
0.016831512	0.22354947
0.020050355	0.13779515
0.013120568	0.096757116
0.020386227	2.98191204
0.017167293	1.142277272
0.016176471	0.341618684
0.013589839	0.632637487
0.030666899	1.24448846
0.013086835	0.172662897
0.021360863	0.610828512
0.013383703	0.107416662
0.018687128	0.82335151
0.02179827	0.990316771
0.014906295	0.581712033
0.026547026	1.280238635
0.01868797	0.437516608
0.016682229	0.995386546
0.026170469	0.555862083
0.018191722	0.223514519
0.015523398	0.43616668
0.012583768	0.44516349
0.013032284	0.031160319
0.014911081	0.291013306
0.014207651	0.464832179
0.027498805	0.535257445
0.014554276	0.18839067
0.014943842	0.287434157
0.024575966	1.140839656
0.016697627	0.209933941
0.016313726	0.335250291
0.016260772	0.345609649
0.014111923	0.270790341
0.024829133	0.760353419
0.012699499	0.703827366
0.0168357	0.574981079
0.014366869	0.250308222
0.012899897	0.590130986
0.033027051	0.647550565
0.014367202	0.509642499
0.020327398	0.326526877
0.013530711	0.09050129
0.013793104	0.21142931
0.013350021	0.1864099
0.017752828	0.129950778
0.017881748	0.582866038
0.012975779	0.281639859
0.023183392	0.302115722
0.016107601	0.284123794
0.013853368	0.285845636
0.016368287	0.419112856
0.020386595	0.399746465
0.014084968	0.230520258
0.01623206	0.072813556
0.013450614	0.243290393
0.018000001	0.264612546
0.031144959	0.881860598
0.013396079	0.061291266
0.01311943	0.272549393
0.01876489	1.504320194
0.013462705	0.021418339
0.013921569	0.024811437
0.014228256	0.144571328
0.014083914	0.139207582
0.013725491	0.146136515
0.020420421	0.738998046
0.015799397	0.217920405
0.013943356	0.195924682
0.013539732	0.13380383
0.014847558	0.614227121
0.014198783	0.334030556
0.013985772	0.30184484
0.026409456	0.607261414
0.014033614	0.165337533
0.013822559	0.455122688
0.015818463	1.524736608
0.014818387	0.195396711
0.017899585	0.813092372
0.01385621	0.389911931
0.014988195	0.168673245
0.016845281	1.318842223
0.014342263	0.666093558
0.019233222	1.148178296
0.016922422	0.203966507
0.01438537	0.172042832
0.015416312	1.139519025
0.02482699	0.152547295
0.014947131	0.323899217
0.021861232	1.813552765
0.014949627	0.118875331
0.01540727	0.998418256
0.013204006	0.092510687
0.016782366	0.118432044
0.013429523	0.30045816
0.017455404	0.234519402
0.021541521	0.76412423
0.014919199	0.30436784
0.023381682	2.561759318
0.030170055	0.765066306
0.015047077	0.273154012
0.014512302	0.126112649
0.037857878	3.435970211
0.018632531	0.303791837
0.02128552	0.620120003
0.014819005	0.16047987
0.015196079	0.113507393
0.015446179	0.226278593
0.016949892	1.947961401
0.017957399	0.602186267
0.015310943	0.344186533
0.015686275	0.22633083
0.020969049	0.439110852
0.013493902	0.239259764
0.013886967	0.198372904
0.013599799	0.523055286
0.023135944	0.764248286
0.016975309	0.465057677
0.013140182	0.170851879
0.019230367	0.448565951
0.012032086	0.188470118
0.013687044	0.774349787
0.014527191	0.194956693
0.019705274	0.604710232
0.012826346	0.131837896
0.020748801	1.549210323
0.015699798	0.635578563
0.014063557	0.224672383
0.016758359	0.100779408
0.01304876	0.246644382
0.018158988	0.306825607
0.016506115	0.748269794
0.016698293	0.180710967
0.014590543	0.151858928
0.0157041	0.270239401
0.015815914	0.278427779
0.016550873	0.13507175
0.012861416	0.253627624
0.020148434	1.704340954
0.01560862	0.300636486
0.015935829	0.555076439
0.016946779	1.580302966
0.014433229	0.439214036
0.014081997	0.089782107
0.030084196	0.340061127
0.019102611	0.299672986
0.013197587	0.245627899
0.014982404	0.155475426
0.014287674	0.165715141
0.03407676	0.711216967
0.015325078	0.867734485
0.015657651	0.278194823
0.018580766	0.300043862
0.018281846	0.322314371
0.012705883	0.36793085
0.016603601	1.684288293
0.015646862	1.227113295
0.014269238	0.417885727
0.019425445	0.13021628
0.015585722	0.741520978
0.015185937	0.285978725
0.037322516	2.868319247
0.022451921	1.0461403
0.019008715	0.886586593
0.01644224	0.618731101
0.014076368	0.314707222
0.014366516	0.100334921
0.016118312	0.263999804
0.014981274	0.206608703
0.031832449	0.251821551
0.017347175	0.153721818
0.011795106	0.047102613
0.016241214	0.193733653
0.014133987	0.008252552
0.023922958	0.921708837
0.033189862	1.132472696
0.028550726	0.591150016
0.016097798	0.499430197
0.01914985	0.328121302
0.014005603	0.366004736
0.019270505	0.340334053
0.023631937	0.057700344
0.01503268	0.278010067
0.018737402	0.645412672
0.035614472	1.759349583
0.017533626	0.346068231
0.022016717	1.505614306
0.018181819	0.838217527
0.012464986	0.191605736
0.013614082	0.110407266
0.019382466	0.742270225
0.018806265	0.889953699
0.015923946	0.47681063
0.01493931	0.333152456
0.014005603	0.07811847
0.013550421	0.067264426
0.029424098	1.568790321
0.015583076	0.0948044
0.033345123	1.514334987
0.018920854	0.98492217
0.016255335	1.139672104
0.014885094	0.683161444
0.015535446	0.278825283
0.017864924	0.527947672
0.029376244	0.170394053
0.017289675	0.327016029
0.013555481	0.20475572
0.031364659	1.959035046
0.015795208	0.611581192
0.033955046	0.65602953
0.014840042	0.089960587
0.021011188	0.232894018
0.01575331	0.337433902
0.016199378	0.16421798
0.01366725	0.27352156
0.027422146	0.814592928
0.016541715	0.872681787
0.017580592	0.323405005
0.019875223	0.747449365
0.013659819	0.606482715
0.015160211	0.181394486
0.015196079	0.520798572
0.015556789	0.688280964
0.020776201	0.305983608
0.013233135	0.228263089
0.014436544	0.135590741
0.013956171	0.173580314
0.018884307	0.437637379
0.014735592	0.164733828
0.024451149	1.162869115
0.017841839	0.568844655
0.012850141	0.43667933
0.015686275	0.314514427
0.016321347	0.560328134
0.01349481	0.032692414
0.015571357	0.207851266
0.014287499	0.243636806
0.020397604	0.889919171
0.013773315	0.074239415
0.014803922	0.307702298
0.027084009	0.942629822
0.013238128	0.078396468
0.018000244	0.083264945
0.023239597	0.118841944
0.034425073	0.911333752
0.020428967	0.634388134
0.015048622	0.27067573
0.019134551	0.946904982
0.025162284	0.616933685
0.018910298	0.527869394
0.014073372	0.36331396
0.026571474	0.753622781
0.017539126	0.054494797
0.01918617	1.206098054
0.013483419	0.170344109
0.019773878	0.70350348
0.018351419	0.29862917
0.017884464	1.603521286
0.033289106	1.185856535
0.013250774	0.197923898
0.014487324	0.251983681
0.013071896	0.144619147
0.01991117	0.371081502
0.02279134	1.789308652
0.015604576	0.247687084
0.012373646	0.627157234
0.013144518	0.372781246
0.041462117	1.232985295
0.017329391	0.450347865
0.018630798	0.456209709
0.018063509	0.217652538
0.027682671	1.443768493
0.017828614	0.987500119
0.01284206	0.34445159
0.016797901	0.383122064
0.014795009	0.218628432
0.014320335	0.221322002
0.014447885	0.474901782
0.015471067	1.97049346
0.012309025	0.222389974
0.013355743	0.382908196
0.02566411	0.853627841
0.014756718	0.404857662
0.016246499	0.075849529
0.015370747	0.450850185
0.024923748	1.392956144
0.023529413	0.463462453
0.015610374	0.080017998
0.018920681	0.737588569
0.015967391	0.550977642
0.023636122	1.214991287
0.015338794	0.498807365
0.013407073	0.688830396
0.015418895	0.594452157
0.015230739	0.154476646
0.016920217	0.641033096
0.012961117	0.009886218
0.014341737	0.507710673
0.018183274	0.802566578
0.01535554	0.730504779
0.026877892	1.676279355
0.017614013	0.262197248
0.014017522	0.404058848
0.018308389	0.732953764
0.02133496	1.453715467
0.043444162	0.563030627
0.038073396	0.631615255
0.026359411	1.560372235
0.026863854	0.595985026
0.01503268	0.253676529
0.015226338	0.25644413
0.027528933	0.655528576
0.01613703	0.261314826
0.013692257	0.641513109
0.016295451	0.388114991
0.016059758	0.355513132
0.01696409	0.319556158
0.02089148	0.217351485
0.017822854	0.292988849
0.018571011	0.671820961
0.013333334	0.470027353
0.033160527	2.388890127
0.012513369	0.22392127
0.013692481	0.433578307
0.014156432	0.186864443
0.026262213	0.16361121
0.012971343	0.298334244
0.021816727	0.633263652
0.019889971	0.263479564
0.013246188	0.067705095
0.017993822	0.210422459
0.015327852	0.185932174
0.015186467	0.703166595
0.024633088	0.872738797
0.019137256	0.199955007
0.014028376	0.11511713
0.016172671	0.689179424
0.019867247	0.629083821
0.017618224	0.168444164
0.018721057	0.347262056
0.014492754	0.12558047
0.015111778	0.379173285
0.02129858	0.811419591
0.012428843	0.217690895
0.019490431	0.05145908
0.016638387	1.007525733
0.015233786	0.208151676
0.015430092	0.525143045
0.016326531	0.266385204
0.01607249	0.781785523
0.027721434	0.51966189
0.014821223	0.092675113
0.016451715	0.07232989
0.016532977	0.471914949
0.032423617	1.032367013
0.01473969	0.233669031
0.015189657	0.243509463
0.016211485	0.562326381
0.019359643	0.445883541
0.016924665	0.58893743
0.014415146	0.223766496
0.01344214	0.207319825
0.012924934	0.123909963
0.02167558	0.67797948
0.017669091	0.200560944
0.018175619	0.24813374
0.019992783	0.455001814
0.012916278	0.195457931
0.019408019	0.850850834
0.016786571	0.614432554
0.035903213	0.068244659
0.028091528	1.043232986
0.015531883	0.573315775
0.014346729	0.820640276
0.016086645	0.089641302
0.018644149	1.063602025
0.015546219	0.103380784
0.018932607	0.418278192
0.031838154	0.825144619
0.026624899	0.984240476
0.035331325	0.40435899
0.019747516	0.417554234
0.019648272	0.744627993
0.016711457	0.9207127
0.014467135	0.576514759
0.017360115	0.442019284
0.027098582	0.766400486
0.017164253	0.812130041
0.01714034	0.33141071
0.021882693	0.285832663
0.02848584	0.57906666
0.016926643	0.408411693
0.014954639	0.29992249
0.014241487	0.128568911
0.012675778	0.125709848
0.013670515	0.14706751
0.017915377	0.654398246
0.018946374	0.772733468
0.013516087	0.225288659
0.014309058	0.63288904
0.014937612	0.416304851
0.014320335	0.152246192
0.015579323	0.825368221
0.024362141	2.075835684
0.01633987	0.393674085
0.017456428	0.721061952
0.021739876	0.801801495
0.023008365	0.248397744
0.012405486	0.11039521
0.012834225	0.225792169
0.012834225	0.148052377
0.018975333	0.723603144
0.01850628	0.755634287
0.014330219	0.110359301
0.019568365	0.685192395
0.013624071	0.191769559
0.015303683	1.579933101
0.020271494	0.593675991
0.016102852	0.760294736
0.025191462	0.657507536
0.021851681	0.947785236
0.015742032	0.42423191
0.020088036	0.122278381
0.019500613	0.209647546
0.016595624	0.276062417
0.01386229	0.2363657
0.031751145	1.301840109
0.017556001	0.630896148
0.01386229	0.107156452
0.014792753	0.802483126
0.018606843	0.411226913
0.013221289	0.219755287
0.017592084	0.89505173
0.021659405	0.085013148
0.016491049	0.535877825
0.018570698	0.243712661
0.02262344	0.578499263
0.01535445	0.336908243
0.0146789	0.036471815
0.016307514	0.389329652
0.018641998	0.404264715
0.013960034	0.262248917
0.029299319	0.606052575
0.013763198	0.256007754
0.01376634	0.257266128
0.013071896	0.129894088
0.026167559	1.610565248
0.015260018	0.4458052
0.02693682	0.899336974
0.018034221	0.919331236
0.0227025	0.930915608
0.015241831	0.079646288
0.022332468	0.096091266
0.027066828	0.216160528
0.014186852	0.199729137
0.01937372	1.187941555
0.014610235	0.216113546
0.017259397	0.749368694
0.015426569	0.279649747
0.012240048	0.107262355
0.013749698	0.116209925
0.026662286	1.613536037
0.020616902	0.542187186
0.020216875	0.512475776
0.015100701	0.343944658
0.028713769	0.372145371
0.022930857	1.414448793
0.0177624	1.173362967
0.014940455	0.434929502
0.023017904	0.081268526
0.016922422	0.740440612
0.014609505	0.457182385
0.018177625	0.30155164
0.012689605	0.650326524
0.017446979	1.031551447
0.0208207	0.410312074
0.021681317	2.388126892
0.014379086	0.105407481
0.021603028	0.930065698
0.02442402	0.445334592
0.015975571	0.383652081
0.015397924	0.688246349
0.017110029	0.920860749
0.023381429	0.037806167
0.015441177	0.048121184
0.015264601	0.270439427
0.027401653	0.411253154
0.019779842	0.414360177
0.014143363	0.075836516
0.019272906	0.77243184
0.018722768	0.207989004
0.015182972	0.411839528
0.012987561	0.163764891
0.025675545	0.20452358
0.013210537	0.149185214
0.016710011	0.187002635
0.024951622	1.789105635
0.011987207	0.043566265
0.018789675	1.565677308
0.020889474	1.851442345
0.0170778	0.160910567
0.021931239	1.167114974
